userID,userName,userFollows,userFans,userVideos
1131457022,人民日报,22,4618558,1086
401742377,原神,56,11553438,198
1958342,水无月菌,110,2200480,195
335575297,在下铁头阿彪,96,1463345,40
108563098,三木章,113,49996,30
330383888,广东共青团,0,1673321,2271
99157282,盗月社食遇记,609,6839297,484
396727464,四宫-研lzc,90,181009,24
11073,hanser,58,3092321,258
402601058,次元小主,93,136514,672
1254786108,钉宫理惠,2,487336,5
21554171,呆临,340,126782,27
472102908,阿蔡美食雕刻,9,439760,346
419809891,阿诺德evd,112,84500,108
2087432052,安娜-谢尔巴科娃,3,1033002,41
3024450,极拍小会员,72,51007,139
18202105,绵羊料理,147,9553390,333
48036355,叫我赵赵赵丽娜,10,149132,76
473524263,澳洲阿彭,201,2156578,113
553457394,虫柚POMELO,222,21442,17
562197,中国BOY超级大猩猩,116,8199961,1526
29221270,小雪Yux_x,1,87457,47
51196625,刘昔昔昔,314,41843,209
172294146,小钰Hilda,20,217895,72
8549577,机智的Kason,123,1200854,18
1139904738,AlecBenjamin_CN,3,540192,47
473837611,新华社,62,6198761,2984
401315430,星瞳_Official,30,311878,173
87444245,小测佬风少,10,9275,18
5870268,三代鹿人,133,5824215,163
3670216,TF家族,3,4749172,1243
15112013,一半月X,418,17611,79
1342377259,暴风岛沉浸式密室,6,120782,74
31762728,嗑叔磕动物,11,340789,114
327757321,摸鱼事务所,0,1207326,246
125526,-LKs-,137,2700561,361
16853896,kei和marin,36,1440471,197
1665794230,花花师界,7,31647,48
17134369,司墨尧smile,200,1380234,290
6065166,川同学不穿童鞋,231,812505,231
17364274,阿狗君啊,67,789611,160
11814319,恶人王小花,391,47924,40
23604445,上海滩许Van强,487,1756528,168
122879,敖厂长,18,7562612,411
63231,泛式,463,4652619,234
690613915,中国大猫频道,12,285758,184
1868902080,哔哩哔哩拜年纪,45,4163316,42
381435385,CSGO大茄子,38,2863279,1509
375375,伊丽莎白鼠,59,6569149,78
163637592,老师好我叫何同学,266,9496537,45
280793434,手工耿,41,6552315,177
81824112,导演小策,98,3195592,186
5970160,小潮院长,99,7653264,267
546195,老番茄,1,17268208,415
512574759,公孙田浩,18,2469391,27
38598226,医学科普联盟,51,589344,23
5294454,逗比的雀巢,177,5261219,88
21778075,_青红造了个白_,8,1118461,26
2044333698,何胜0423,65,790047,73
401742377,原神,56,11553447,198
36081646,洛天依,46,2807112,74
25007084,木南工坊,1051,348638,295
1879116,董城主,92,16315,33
329519036,韭菜实验室,43,1881099,181
125526,-LKs-,137,2700561,361
23947287,小约翰可汗,334,4356393,94
14804670,无穷小亮的科普日常,87,7570867,225
4990887,思维跳跃的熊怪,463,90103,34
1455861172,剑客范十三,9,715563,153
2206456,花少北丶,43,5940326,209
641975239,刘谦,6,2406264,49
35570604,75fps,621,191127,43
1833524110,含亮老师,41,578911,19
401355599,演员李感,295,151659,11
927587,木鱼水心,70,8818430,1182
97233126,季年Season,39,73763,45
92992504,巴拉克游戏君,20,15121,134
3670216,TF家族,3,4749178,1243
14110780,凉风Kaze,33,8195203,471
423442,KBShinya,102,1879746,376
41149747,怪兽电台MonsterBlog,441,288614,100
7788379,兔叭咯,343,6311071,290
10360627,张全蛋,26,742706,47
946974,影视飓风,479,4383282,485
5007752,萝卜吃米洛,83,1260862,555
31762728,嗑叔磕动物,11,340789,114
562197,中国BOY超级大猩猩,116,8199961,1526
1017081142,V5_Rookie,14,472152,17
1747545839,巴黎小郭郭,1,582438,94
1532165,papi酱,45,7112530,249
419738808,疯狂小杨哥,17,3478279,108
3066511,特效小哥studio,187,2780027,234
2382132,人形兎,198,136599,50
672328094,嘉然今天吃什么,18,1641331,215
11742550,哈米伦的弄笛者,515,1636150,365
642389251,黑神话之悟空,5,2259152,4
27756469,奶糕成精档案社,34,1644014,23
99157282,盗月社食遇记,609,6839297,484
18202105,绵羊料理,147,9553395,333
5294454,逗比的雀巢,177,5261227,88
517327498,罗翔说刑法,13,22735532,253
17819768,电影最TOP,38,4458617,431
281120100,我是阿众,184,425225,48
27534330,崩坏3第一偶像爱酱,15,3556816,355
330663625,站不起来的蒙蒙,100,1276770,71
1607984338,侃哥侃英语,35,630106,141
755824,杨颜同学,772,910541,270
7275647,碧天蓝钻,21,588770,123
1958342,水无月菌,110,2200481,195
517327498,罗翔说刑法,13,22735532,253
192090,小透明明TM,198,1387083,66
1763562610,这个账号叫啥呢,3,1614980,25
510856133,吟游诗人基德,38,2188472,131
89619004,零崎人物,49,381390,26
403097853,GNwork团队,144,98853,60
730732,瓶子君152,168,3402340,212
51196625,刘昔昔昔,314,41843,209
1611797834,米微Micron,3,200358,8
46708782,鲁大能,117,2237964,363
5970160,小潮院长,99,7653268,267
25876945,极客湾Geekerwan,169,2652009,300
251013709,晨钟酱Official,34,254042,48
31083045,比利巴利嘣,11,277235,6
88763364,Hxs233,120,18224,3
14110780,凉风Kaze,33,8195201,471
316567547,美尼尔动画君,336,546227,54
397211154,十五的月亮廿九圆,61,406274,170
39496734,凉辰lc_,368,35293,19
57863910,王者荣耀,284,4153609,2075
88895225,张镇辉台球教学,178,935729,244
1716319265,rondeseo,14,67020,2
13354765,徐大虾咯,68,7422840,226
1757969866,冰女安娜,5,166895,39
397685090,刘川疯z,53,385635,254
488836173,yoyo鹿鸣_Lumi,12,1366475,20
1910020454,谁不重要i,196,423028,60
7349,STN工作室,111,1958686,1065
1869712375,山城小栗旬的理发日记,61,2905233,71
63702782,澄与诚,99,18717,16
72270557,芳斯塔芙,69,2557175,153
473524263,澳洲阿彭,201,2156580,113
24463430,晨曦Archi,1187,44972,41
1712395,不是词神,69,244262,168
347667464,老爸评测,75,3906753,224
99157282,盗月社食遇记,609,6839299,484
360861964,棕与灰9,35,169602,20
2053132439,白日梦不要钱--,22,129178,80
353019540,一只王霸天,2,824863,99
91399769,探索吧芋圆,83,733539,158
401742377,原神,56,11553455,198
1869712375,山城小栗旬的理发日记,61,2905232,71
112366173,菇菇和呱呱,98,106551,31
67141499,大漠叔叔,82,5284189,402
1577804,某幻君,56,7320760,301
1011627201,愚人戏社,7,141948,17
476704454,小文哥吃吃吃,99,3212593,464
168598,逍遥散人,85,5817092,770
522752473,郑潇viki,6,68577,35
88919599,李buy天,488,77862,19
263090405,猫不理咖啡,414,1340125,392
17892516,DJGunbuster,26,239501,174
14068111,黝黑蜗壳天眼老师,1151,1078346,137
30682056,约战精灵情报处,42,807725,143
18202105,绵羊料理,147,9553398,333
6421869,喵与茶,26,263156,160
17065975,小鸣er先生,265,350237,246
1969248748,逍遥米饭啊,20,105137,51
66391032,帅soserious,75,2613270,134
114397228,MJ小林大人嗷,204,464262,168
178135916,不知道叫什么好的萝卜,164,62822,26
19486818,MoreBoost,26,25450,164
2206456,花少北丶,43,5940327,209
444935584,梦幻西游电脑版,8,154685,735
473524263,澳洲阿彭,201,2156580,113
13758755,克劳斯麦特,426,108183,99
672342685,乃琳Queen,13,642687,172
398568324,茜茜的旅行,59,11134,60
22001672,刘大悦er,21,304659,68
2089813708,中国邮政,28,202101,57
31012715,是老胡没错,97,1482555,170
13174530,古的古的,810,98723,918
14110780,凉风Kaze,33,8195201,471
224731462,嗨大兴,72,548979,213
50295692,邓峰萌萌摔肿了,67,569204,644
627888730,星有野,93,3025422,56
8495180,哲哲哲同学,363,182295,53
52165725,王骁Albert,228,1926300,52
2425374,海螺张,197,26218,38
476704454,小文哥吃吃吃,99,3212593,464
1833524110,含亮老师,41,578917,19
6421869,喵与茶,26,263157,160
395619513,旁门左道PPT,97,1652876,212
429765143,快乐阿依,137,230682,205
178778949,英雄联盟,248,2808097,3435
63231,泛式,463,4652620,234
407729748,内鱼收割姬,68,25624,9
472102908,阿蔡美食雕刻,9,439763,346
7349,STN工作室,111,1958687,1065
33775467,人民网,1,1702493,3098
670788020,梦幻西游网页版,3,10185,38
29050359,南柯子梵-MmS,35,60411,9
337312411,翠花不太脆,173,1368336,46
87814218,Anthony_Eleven,93,3169,7
14110780,凉风Kaze,33,8195201,471
390371228,知心者联盟,185,1600868,225
5047522,啵嘤777,255,34838,16
414350632,吸奇侠,203,878356,92
123927359,明茂-,405,227822,39
31438993,小桑菜奈,78,1630917,86
436127696,阿向菌,113,83300,34
137429365,火山哥哥,367,694285,20
411699052,奶油鸽子精,208,116181,97
1814466769,年轻人王三炮,2000,175598,141
203337614,开心嘴炮,36,2457174,399
99157282,盗月社食遇记,609,6839300,484
46708782,鲁大能,117,2237965,363
178029850,杜海皇,70,2706624,78
1532165,papi酱,45,7112531,249
237311595,BBGG丶狮子喵,0,1171835,395
517327498,罗翔说刑法,13,22735539,253
475944077,LIAN阿厘,37,49858,10
67141499,大漠叔叔,82,5284188,402
401814844,零青子,6,394105,86
280793434,手工耿,41,6552317,177
3066511,特效小哥studio,187,2780027,234
11684621,太阳星sunstar,382,1662887,263
1786322275,月落星不落,1,71975,56
2200736,才疏学浅的才浅,243,4338257,56
1577804,某幻君,56,7320762,301
81824112,导演小策,98,3195591,186
22089099,手艺贾,10,1208123,363
11688464,天才小熊猫本人,11,2115876,9
444935584,梦幻西游电脑版,8,154685,735
90361813,三十六贱笑,1131,4948062,179
430386092,易知朱,114,175231,16
5970160,小潮院长,99,7653275,267
644292680,林壮士啊,4,475781,115
499749040,AceyRain_脆皮兔,156,106765,2
147166910,雨哥到处跑,226,2746093,250
299530879,苏清吾,10,121125,32
9728698,祁么么mo,64,1209233,423
23947287,小约翰可汗,334,4356398,94
401742377,原神,56,11553464,198
37199377,沧桑丸,127,1122677,87
2206456,花少北丶,43,5940323,209
41075508,normaleaf,86,32572,33
407054668,亿点点不一样,30,1827277,10
473837611,新华社,62,6198792,2984
1238426120,HenriR94,12,14098,1
57863910,王者荣耀,284,4153610,2075
28861122,蒋先生的艺术之道,108,13024,35
285571498,盖里老哥,45,1524061,302
14110780,凉风Kaze,33,8195198,471
391602169,小銘同学呢,59,24753,214
161775300,明日方舟,3,4558747,200
946974,影视飓风,479,4383285,485
337521240,记录生活的蛋黄派,135,7183515,593
1631440488,他们野蛮生长,2,10043,1
672328094,嘉然今天吃什么,18,1641332,215
42561463,浑元Rysn,334,2475388,334
27756469,奶糕成精档案社,34,1644013,23
7349,STN工作室,111,1958687,1065
361798078,Vekoabeese,5,41587,123
1455861172,剑客范十三,9,715564,153
67141499,大漠叔叔,82,5284185,402
476704454,小文哥吃吃吃,99,3212594,464
3670216,TF家族,3,4749188,1243
673766663,惨爆了阿浩,3,374734,417
562197,中国BOY超级大猩猩,116,8199967,1526
81824112,导演小策,98,3195592,186
63231,泛式,463,4652626,234
280793434,手工耿,41,6552316,177
386043247,腾格尔,36,1739786,185
350200499,这个网名里得带个龙字,176,130270,39
23947287,小约翰可汗,334,4356401,94
2026561407,吃花椒的喵酱,19,5023261,19
18202105,绵羊料理,147,9553403,333
671294576,绝对演绎,6,176444,36
222103174,央视网,13,2649827,16300
412466388,热门菌,98,111406,6
401742377,原神,56,11553474,198
67141499,大漠叔叔,82,5284185,402
627888730,星有野,93,3025430,56
456664753,央视新闻,19,9324441,4584
1016555164,宇多田光,3,425936,23
7788379,兔叭咯,343,6311081,290
447212385,豆豆豆豆逗是我,75,104020,27
690100803,中国移动动感地带,152,79926,86
546195,老番茄,1,17268223,415
11410668,怠惰的小安,175,297306,192
13595634,何故在须臾叹息,230,52993,38
20165629,共青团中央,113,9581893,3810
238351660,做手工的囚徒大大,50,94107,63
37663924,硬核的半佛仙人,389,6716800,266
335575297,在下铁头阿彪,96,1463353,40
527057981,叶子吖OHYEZI,79,592320,86
1611797834,米微Micron,3,200358,8
8969156,小白测评,34,2616132,1041
42448991,剪刀手瑜乔,134,190332,140
533459953,刘庸干净又卫生,3,3898898,280
1385037217,痞仔伯爵,84,494170,75
14110780,凉风Kaze,33,8195197,471
2206456,花少北丶,43,5940324,209
267939460,某科君,28,561408,37
67141499,大漠叔叔,82,5284185,402
66391032,帅soserious,75,2613270,134
517327498,罗翔说刑法,13,22735545,253
547173382,杨真直,79,1649656,80
29329085,二喵的饭,159,4574943,215
384205461,是个维维啊,14,705800,271
451664,流㴫_liujun,147,30378,11
14110780,凉风Kaze,33,8195197,471
250508441,淘宝,67,344314,132
14110780,凉风Kaze,33,8195197,471
7212583,设计师深海,375,1363881,53
414336759,路温1900,92,2548719,93
11164088,龙馍馍,460,1394215,300
702250475,奇妙幻想派,5,203031,15
34105323,红豆鲨雕糖,548,7096,6
35304409,战余兮CJ,154,144267,85
147166910,雨哥到处跑,226,2746096,250
406636263,HOLA小测佬,79,1099977,124
5677185,药别停的啊呜,113,31510,157
99157282,盗月社食遇记,609,6839299,484
473837611,新华社,62,6198809,2984
562197,中国BOY超级大猩猩,116,8199966,1526
487614876,四川观察,35,387147,4532
496783876,幸运猎手,3,777704,68
18202105,绵羊料理,147,9553400,333
8937568,特别中二的q3君,156,1490889,367
3341680,老少女阿珂,119,1357806,130
1589480691,纸质动画师Millkun,4,53226,51
488836173,yoyo鹿鸣_Lumi,12,1366476,20
181588372,黑喵千岁岁,16,512912,457
671294576,绝对演绎,6,176444,36
67141499,大漠叔叔,82,5284185,402
3433092,狂阿弥_,100,1768841,153
1220617185,No_Tables,38,25438,4
3670216,TF家族,3,4749188,1243
584599812,威希弟,1,447825,117
927587,木鱼水心,70,8818424,1182
6165300,一棵平衡树,495,36647,13
617285,芒果冰OL,504,2155037,348
23947287,小约翰可汗,334,4356403,94
429741851,大老师Sam,123,1858570,421
14110780,凉风Kaze,33,8195197,471
431768394,沙雕队长大明,263,296336,121
25876945,极客湾Geekerwan,169,2652016,300
165792998,烟沙的画有点长,373,4719,52
408035943,走南养老院,103,429255,197
40966108,倒悬的橘子,821,2637422,222
67141499,大漠叔叔,82,5284185,402
395135643,Milk缪客,232,459616,50
1532165,papi酱,45,7112534,249
36410144,LLlouis,491,13465,7
774729,_碳十二_,1430,398783,108
1131457022,人民日报,22,4618614,1086
1420982,黑猫厨房,700,4058701,235
268999208,BLG电子竞技俱乐部,225,629594,311
415890389,高坂大芥末,328,233367,108
3066511,特效小哥studio,187,2780027,234
5849993,void新神殿下,275,436711,79
401742377,原神,56,11553480,198
534957554,腾讯音乐娱乐集团,75,48689,88
322595106,圆某人和四某人,121,547488,164
473837611,新华社,62,6198820,2984
130130236,枫泽雨畔,38,367039,150
480959917,良田田田,17,747647,81
583158574,王天霸是只猫,6,369757,264
338927049,燕子堡BBQ学徒Ray,220,1742859,185
51278442,是哈礼鹿呀,16,255624,81
99157282,盗月社食遇记,609,6839300,484
7552204,啊吗粽,359,4273533,277
23947287,小约翰可汗,334,4356402,94
67141499,大漠叔叔,82,5284185,402
3670216,TF家族,3,4749191,1243
2120565381,小提琴Filip,12,435072,12
546195,老番茄,1,17268226,415
14804670,无穷小亮的科普日常,87,7570895,225
1565044,司空子衡,375,150699,27
609686327,Journey滑板,22,86561,53
453478869,派小爪,119,224993,193
35426223,倾颜墨安,42,42508,63
158119101,远古黑金,331,1051597,70
2108856,流萤Zz,396,1445280,232
50329118,哔哩哔哩英雄联盟赛事,82,11566510,4019
2017968391,清木dir,31,14970,117
33834716,打不过就机械降神,48,68344,53
147166910,雨哥到处跑,226,2746098,250
304415852,丧心病狂周公子,303,212982,71
517327498,罗翔说刑法,13,22735546,253
627888730,星有野,93,3025432,56
452606628,王师傅和小毛毛,86,1190181,198
316567547,美尼尔动画君,336,546227,54
5870268,三代鹿人,133,5824273,163
517184570,画渣不渣-HZ,18,1138078,54
8960728,日食记,21,6747702,460
314791153,面筋哥-程书林,55,1440988,319
1895195099,江寻千,13,1266347,132
256619459,归舟四郎,527,43854,24
5294454,逗比的雀巢,177,5261267,88
1771838138,黎耀祥,7,238488,25
473837611,新华社,62,6198826,2984
454950379,思彤彤子,2,316544,110
331507846,Jack-Cui,191,310459,22
18202105,绵羊料理,147,9553404,333
96967343,大喜唠嗑家,80,309177,71
20165629,共青团中央,113,9581895,3810
5970160,小潮院长,99,7653290,267
7312984,记忆图书馆馆长,35,836745,98
249371107,星曜Hoxi,54,113473,57
99157282,盗月社食遇记,609,6839301,484
1473830,AIChannel官方,5,1754461,1729
451320374,央视网快看,17,1425844,3599
88895225,张镇辉台球教学,178,935731,244
474803476,泡厨房的顾小胖,74,402683,89
485523750,惊奇咕咕,42,170645,34
80401174,聂_新斯的明,205,2968,49
7275647,碧天蓝钻,21,588771,123
401742377,原神,56,11553481,198
3670216,TF家族,3,4749194,1243
130636947,塑料叉FOKU,203,1796737,102
14804670,无穷小亮的科普日常,87,7570896,225
419872064,老饭骨,10,2667963,426
13062140,天才美少女幼稚园,236,32337,236
1341801315,柴府三小只,16,293582,104
546195,老番茄,1,17268227,415
63231,泛式,463,4652634,234
351914826,中国火箭军,48,1193438,1136
1131457022,人民日报,22,4618636,1086
517327498,罗翔说刑法,13,22735552,253
1835967,善良的诚哥,187,505107,176
1359172699,非非宇Fay,24,1081794,30
7349,STN工作室,111,1958685,1065
407054668,亿点点不一样,30,1827279,10
13354765,徐大虾咯,68,7422842,226
701949621,黄小雨雨,6,109885,19
1557713064,萌德斯啾,93,194788,31
19642758,力元君,421,3764603,400
544336675,真探唐仁杰,21,2254611,352
347667464,老爸评测,75,3906752,224
1769996,火焰三黄鸡ao,396,169424,72
447212385,豆豆豆豆逗是我,75,104020,27
21554171,呆临,340,126781,27
546195,老番茄,1,17268227,415
330415548,谭乔,43,3744758,353
37754047,咻咻满,39,1546029,95
154113956,日向源,1999,670486,43
395135643,Milk缪客,232,459615,50
2130393474,King_Vader,0,768312,37
594380494,两颗熟李子,116,98718,5
384068749,CodeSheep,35,653225,110
99157282,盗月社食遇记,609,6839303,484
18202105,绵羊料理,147,9553404,333
19642758,力元君,421,3764603,400
517327498,罗翔说刑法,13,22735550,253
14110780,凉风Kaze,33,8195189,471
241679003,小叮当的伙伴们,140,133882,37
14804670,无穷小亮的科普日常,87,7570897,225
19012394,葹荢,85,47186,36
81824112,导演小策,98,3195594,186
269415357,花花Haya,363,348072,189
483879799,猛男舞团IconX,7,3217350,135
21554171,呆临,340,126781,27
1958342,水无月菌,110,2200483,195
565388139,北京2022年冬奥会,40,683326,1529
310611580,鹤灵Healing,125,573743,148
702250475,奇妙幻想派,5,203031,15
321422126,进击的金厂长,88,3215267,411
394609671,终极小腾,59,1861210,69
8549577,机智的Kason,123,1200854,18
1473247194,Mandell博士,3,1693924,112
533459953,刘庸干净又卫生,3,3898907,280
946974,影视飓风,479,4383287,485
1692217,弯弯姜,149,693909,60
355596637,一鹿有车,149,1222969,348
1385037217,痞仔伯爵,84,494170,75
113362335,宝剑嫂,349,4134112,251
280793434,手工耿,41,6552322,177
40966108,倒悬的橘子,821,2637424,222
11255948,Baka恶魔,402,526169,128
452606628,王师傅和小毛毛,86,1190181,198
2650919,凛-阿格里亚斯,131,217542,59
26139491,假美食po主,358,3623638,442
439004370,yizhilugou,47,1010326,407
300433187,怀特东,45,221613,37
33824345,M木糖M,48,1834350,169
19022637,未名柒柒,55,55823,133
16054375,自动鬼畜中的WZ,304,716167,187
147166910,雨哥到处跑,226,2746099,250
547173382,杨真直,79,1649657,80
7552204,啊吗粽,359,4273532,277
99157282,盗月社食遇记,609,6839302,484
2805967,隔壁公司的傻狗,5,124976,71
275887219,萌不咕,1978,54750,105
1691592860,毒舌大表妹,15,8211,47
32820037,歪果仁研究协会,720,4025824,436
81824112,导演小策,98,3195596,186
1532165,papi酱,45,7112533,249
113362335,宝剑嫂,349,4134109,251
432260419,海伦娜儿,33,150277,8
1900783,同济子豪兄,134,155886,101
2044333698,何胜0423,65,790049,73
383786357,整活专家阿喵,83,15728,34
5970160,小潮院长,99,7653295,267
14110780,凉风Kaze,33,8195187,471
131378392,二十要吃奶希,27,113376,119
46708782,鲁大能,117,2237968,363
411231745,天亮手工,25,351057,37
37754047,咻咻满,39,1546031,95
8096990,啊粥粥啊粥,399,678536,33
17075276,妮可蹦蹦,79,1389656,149
3670216,TF家族,3,4749194,1243
96070394,推背兔の,421,1053737,236
1531707,叔贵,95,2419133,125
299732210,-TS映画-,329,748650,389
11073,hanser,58,3092326,258
476704454,小文哥吃吃吃,99,3212596,464
452606628,王师傅和小毛毛,86,1190181,198
67141499,大漠叔叔,82,5284185,402
533459953,刘庸干净又卫生,3,3898909,280
88895225,张镇辉台球教学,178,935730,244
53456,Warma,1189,3471590,204
99157282,盗月社食遇记,609,6839302,484
69880,结城梨斗_,48,56861,86
159440647,Uki----,374,240279,9
546195,老番茄,1,17268231,415
10897973,小透明阿九,167,863171,138
351190474,米蛙的电娃,99,6555,96
946974,影视飓风,479,4383290,485
353539995,拜托了小翔哥,20,4468519,147
5294454,逗比的雀巢,177,5261281,88
13839125,字幕君GOUBA,115,237012,51
297344797,朵朵花林,85,794508,102
542507083,贝加尔阿楠,29,396644,161
308555356,i鱿鱼Y,26,14443,42
52190805,麟宣森,286,1809769,114
178029850,杜海皇,70,2706640,78
340209062,已逝昨天,20,15180,8
452606628,王师傅和小毛毛,86,1190181,198
3046429,祖娅纳惜,308,2155548,331
8749302,於音,54,141577,72
2130393474,King_Vader,0,768312,37
627888730,星有野,93,3025440,56
113362335,宝剑嫂,349,4134109,251
1468951948,MayTree五月树,0,2109285,96
1523830423,长白山老万,14,484616,92
517184570,画渣不渣-HZ,18,1138080,54
19642758,力元君,421,3764601,400
2304371,水滴酱,64,61120,21
81824112,导演小策,98,3195598,186
299732210,-TS映画-,329,748650,389
250858633,华农兄弟,30,6436164,491
11073,hanser,58,3092324,258
730732,瓶子君152,168,3402317,212
51896064,罗汉解说,260,2590964,130
9512868,胖家军-陈胖胖,308,758264,158
10558098,黑镖客梦回,43,3920829,234
14110780,凉风Kaze,33,8195187,471
361775100,怪力老陈,106,1057840,237
397211154,十五的月亮廿九圆,61,406275,170
49892914,樱木君QAQ,133,11080,14
46708782,鲁大能,117,2237968,363
337521240,记录生活的蛋黄派,135,7183534,593
13354765,徐大虾咯,68,7422842,226
147166910,雨哥到处跑,226,2746099,250
50329118,哔哩哔哩英雄联盟赛事,82,11566506,4019
404216060,幾加乘,486,1257719,51
7788379,兔叭咯,343,6311102,290
527820084,秋不田,22,151450,126
385238031,弹珠汽水aya,99,42248,26
31536760,EDG电子竞技俱乐部,45,1966862,405
280793434,手工耿,41,6552325,177
440544870,尔东和小明,39,458522,88
398107363,叶笛云央,61,73322,70
398567215,天庭魔术,34,107823,111
1259816567,有点艺思哦,13,58340,33
90651513,腾讯电竞,126,21460,140
8096990,啊粥粥啊粥,399,678536,33
347667464,老爸评测,75,3906748,224
352248648,三毛水果艺术,27,432123,1034
2469303,影薄要努力变高,681,13453,36
1573449863,凌晨Linc,173,3771,4
112924325,爱黏人的圆子哔___,120,467631,275
31578954,街健呆木头,181,839538,280
8047632,哔哩哔哩弹幕网,68,3471767,92
16054375,自动鬼畜中的WZ,304,716168,187
4379633,李青仪,7,881391,76
99157282,盗月社食遇记,609,6839302,484
18202105,绵羊料理,147,9553406,333
416128940,在下哲别,154,2629297,159
178778949,英雄联盟,248,2808098,3435
553457394,虫柚POMELO,222,21442,17
540564177,Jason-老湿,98,1412821,189
14110780,凉风Kaze,33,8195186,471
23947287,小约翰可汗,334,4356416,94
5970160,小潮院长,99,7653302,267
456664753,央视新闻,19,9324482,4584
594534726,LPL战术小黑板,118,1042055,411
678073,Melonshu,1463,90541,174
533459953,刘庸干净又卫生,3,3898917,280
2029930,拼音音,92,217572,38
337521240,记录生活的蛋黄派,135,7183539,593
63231,泛式,463,4652640,234
29329085,二喵的饭,159,4574947,215
285499073,东尼ookii,187,4492552,251
11793131,KILLLER绅士,624,530505,220
3957971,贤宝宝Baby,135,5345072,317
67141499,大漠叔叔,82,5284186,402
2390163,蒙娜丽鲨鱼,441,100571,471
279991456,靠谱电竞,120,2143768,268
35894872,老奇好好奇,38,446058,2
170297837,-Lucency-,6,8017,4
381281213,姜云升,60,2213111,33
25876945,极客湾Geekerwan,169,2652025,300
2131431,镇魂曲的夜空,149,231591,121
6371342,循环Cycle,259,48177,35
90142376,锦书致南辞,0,1102746,267
19642758,力元君,421,3764603,400
386869863,培根悖论唠唠嗑,78,1095628,249
22073,无责任的幻想世界,234,4840,34
50329118,哔哩哔哩英雄联盟赛事,82,11566506,4019
57863910,王者荣耀,284,4153612,2075
27374685,麻烦摩摩叩,43,365095,153
18202105,绵羊料理,147,9553409,333
207261582,晓观队长,338,809258,37
60509716,一个爱吃的猪,100,1025232,396
76949949,黑白间设计,72,321183,168
42561463,浑元Rysn,334,2475397,334
90361813,三十六贱笑,1131,4948063,179
378067652,Gandy__,85,470265,157
59905809,哦呼w,256,2072475,147
3670216,TF家族,3,4749201,1243
1577804,某幻君,56,7320757,301
1740827542,KKOMDA,36,474996,27
5294454,逗比的雀巢,177,5261292,88
1317550552,纸飞君,126,684499,533
672328094,嘉然今天吃什么,18,1641333,215
67141499,大漠叔叔,82,5284186,402
249608727,杨可爱Ukulele,422,1153730,157
23947287,小约翰可汗,334,4356416,94
2206456,花少北丶,43,5940320,209
46708782,鲁大能,117,2237967,363
594534726,LPL战术小黑板,118,1042069,411
81824112,导演小策,98,3195597,186
630327749,酸梨大王,241,614003,62
31536760,EDG电子竞技俱乐部,45,1966862,405
28330240,叶无趣,97,1158424,182
10119428,小片片说大片,436,5640408,1152
125526,-LKs-,137,2700564,361
730732,瓶子君152,168,3402319,212
483879799,猛男舞团IconX,7,3217360,135
36438715,一大筐会飞的草莓,212,57133,25
1230677744,百变马丁官方,8,198711,44
389223852,高_桥凉介_,41,263088,16
1420982,黑猫厨房,700,4058703,235
446930460,歪果仁研究所,50,12522,9
17546432,马壮实Hera,70,2282367,293
597669242,phlight,0,50529,55
99157282,盗月社食遇记,609,6839302,484
147166910,雨哥到处跑,226,2746099,250
1385037217,痞仔伯爵,84,494174,75
39813913,Deepain多次婉拒格莱美,31,62758,55
360861964,棕与灰9,35,169603,20
454143774,乡村教师日记,266,1199019,235
946974,影视飓风,479,4383291,485
157272038,喵哉小茶馆,263,124213,52
113362335,宝剑嫂,349,4134110,251
186443421,叁乔居,21,566033,122
81824112,导演小策,98,3195598,186
14110780,凉风Kaze,33,8195181,471
99157282,盗月社食遇记,609,6839302,484
279991456,靠谱电竞,120,2143768,268
13279707,最上川下山,142,1553951,124
3670216,TF家族,3,4749203,1243
337521240,记录生活的蛋黄派,135,7183544,593
32685766,我是球球菌,161,562926,67
116683,=咬人猫=,55,3667447,126
12616115,Yvonne_莲井,165,10014,22
14804670,无穷小亮的科普日常,87,7570910,225
57863910,王者荣耀,284,4153612,2075
437957199,RAY的模型世界,139,847138,42
280793434,手工耿,41,6552325,177
7907806,万老板,76,215009,48
1385037217,痞仔伯爵,84,494174,75
546195,老番茄,1,17268240,415
17819768,电影最TOP,38,4458627,431
419738808,疯狂小杨哥,17,3478282,108
366901417,店长盖伦,164,378775,673
29329085,二喵的饭,159,4574948,215
1257649129,井上正大-官方,12,994190,87
1885078,nya酱的一生,128,2200189,275
2146315558,李野王SG,31,163289,52
163637592,老师好我叫何同学,266,9496545,45
7552204,啊吗粽,359,4273528,277
178738915,鲁戴汀-kkk,226,23970,14
67141499,大漠叔叔,82,5284186,402
407054668,亿点点不一样,30,1827281,10
106202329,靖靖不是立青,313,81332,153
158119101,远古黑金,331,1051604,70
42619059,Uzi,15,2691344,84
1218286288,内幕纠察局,59,876898,16
147166910,雨哥到处跑,226,2746099,250
53456,Warma,1189,3471597,204
587010553,巴甫洛夫的下酒菜,2,265853,145
18202105,绵羊料理,147,9553412,333
11860785,w花酒不是花洒_,1061,24400,54
99157282,盗月社食遇记,609,6839302,484
3670216,TF家族,3,4749204,1243
176037767,我是郭杰瑞,31,7096806,468
23947287,小约翰可汗,334,4356418,94
1435578906,谭晶,1,641973,28
946974,影视飓风,479,4383292,485
