videoBVID,videoName,videoOwnerID,videoViews,videoDanmaku,videoLength,videoLikes,videoCoins,videoFavorites,videoComments,videoShares,videoRecommendReason,videoTag,videoReleaseTimeStamp,videoBoardID,videoBoardRank
BV1P3411i7Dc,汉服腰带能有多优雅？六种巨好看的系法教程，保姆式教学，有手就能学会,401814844,1895076,1078,114157,181559,14417,150578,1438,8211,我的眼睛学会啦！,穿搭,1641099086,147,39
BV12R4y1g7bB,第二代卫生纸加热器,280793434,2065073,3995,115016,135852,12347,3526,4718,3027,变 废 为 宝（doge,极客DIY,1642065246,147,40
BV1k34y1z7Y6,特效炸裂！年度之战！特效小哥大战建模小哥4,3066511,11095875,21401,354829,1984643,2076467,621969,11299,99020,百万投币！！这视频是我免费能看的吗？！,搞笑,1640941245,146,1
BV18i4y197x6,四大文明古国只剩中国，为什么只有中国文明一直延续至今？【为什么历史30】,11684621,11267246,41143,462052,1060769,560647,297268,20038,35526,中华文明：我命由我自己说了算！,人文历史,1641291314,146,2
BV1kS4y1T742,许 嵩 是 吧,1786322275,6350386,8710,129059,560447,279928,166121,5459,69046,一时间想不起原词系列,人力VOCALOID,1641187467,146,3
BV1mM4y1F7yh,【非遗浅作】耗时三个月传统金银工艺打造中国空间站，过程艰难，结局高能,2200736,4625581,154274,1267151,819128,1053826,307907,9200,26212,“才疏学浅”？？,手工,1641109500,146,4
BV1oZ4y1D7W7,离大谱！为了实现他的梦想，我们变了脸色(物理)！,1577804,7899412,108570,2758180,1152519,958277,308321,23374,45627,梦想实现之旅，加我一个好吗？,搞笑,1641022325,146,5
BV1cL411V7Zr,【广场往事】凤 凰 ，涅 槃 吧 ！,81824112,7056184,85344,2144056,713807,810834,185302,16234,98057,顶 流 合 作2！,搞笑,1640921868,146,6
BV13m4y1X7pn,一张游戏卡！引发的蝴蝶效应！,22089099,8614247,43823,817187,840633,190873,123732,9579,38172,我的童年又回来了！！,数码,1641009451,146,7
BV1oS4y1f7UQ,千万不要随便锯桌子腿,11688464,17223233,18415,277709,992325,160608,150937,9375,92598,《经过测量》,搞笑,1640939675,146,8
BV1tL4y1J7uj,【张韶涵 × 烈火战马】以音为剑，横扫千军,444935584,5418985,37470,224589,203617,58518,62499,6424,15650,百变天后张韶涵也太飒了吧！,MV,1641359825,146,9
BV1cZ4y1Q7k5,2022 热 梗 年 度 总 结 ！！！,90361813,5085981,44897,180068,643416,518954,199906,3291,24705,2022也要开心玩梗！,短片·手书·配音,1640969228,146,10
BV1V34y1z7WH,【滴胶手工】断更两个月，我把龙虾复活了！,430386092,9526682,18093,491709,688110,413902,164931,7969,39395,赛博朋克龙虾,手工,1640941998,146,11
BV1QY411a7dM,小潮院长的年度总结（2021年）,5970160,4304726,44435,879375,401695,231498,70339,10100,5173,“认识小潮team是件很酷的事”,搞笑,1641182429,146,12
BV1uL411L7G5,每年最害怕跨年了,644292680,4351980,5140,74659,378075,60157,69705,10285,26326,加油！奥利给！,搞笑,1640871287,146,13
BV1tY411p7iC,【DEMO】Take It Back原创音乐动画英文手书pv: 被好朋友表白之后…,499749040,3162603,3195,169236,382341,254621,227645,9797,40684,恭喜你发现宝藏，新人都是魔鬼（doge,原创音乐,1641204183,146,14
BV1rY411a7T3,我 们 真 的 尽 力 了！！！,147166910,3498714,27161,1702180,322496,135725,40239,5117,11190,“城市大亨真人版”,日常,1641211039,146,15
BV1FZ4y1Q7n5,【苏清吾】耗时200天，30000元！我又造了座唐风亭子！,299530879,2513532,6184,978041,174287,187270,37465,3159,6787,妈妈问我为什么要跪着看视频...,手工,1641043578,146,16
BV1wP4y1E7eh,写字不好看可以怪笔吗？（二）,9728698,8790189,13331,155534,901934,89041,165621,9682,36546,当我有了这些笔，我也能...吗？,手工,1640948820,146,17
BV1iL411L7j2,埃及垦荒公司能整什么活？【奇葩小国31】,23947287,6975456,54097,1941709,319904,225360,57438,15767,12282,和平二字 如此沉重,人文历史,1640955457,146,18
BV1kS4y1T7kK,《原神》剧情PV-「神女劈观」,401742377,22974335,179351,170063,1658992,2036361,986237,106325,494966,两个字！惊艳！,手机游戏,1641453198,146,19
BV1FR4y1G7ei,啊,37199377,7899953,6165,179257,731253,251650,142316,3207,23151,中 国 抓 鬼 人,搞笑,1641103109,146,20
BV1QZ4y1U7as,熬,2206456,3275974,67832,1468943,370254,218971,91685,11986,8955,《茄茄惊恐》,搞笑,1640986023,146,21
BV1wm4y1D71L,老 顽 童,41075508,5847703,6041,100131,612547,199983,241150,3949,97072,离离原上谱，越来越离谱,鬼畜剧场,1641280862,146,22
BV1bF411q7ue,极度舒适！拿来救命的药，原来是这样在身体里释放的,407054668,14248586,34501,888824,1062576,655207,300242,9342,74002,真·智慧的结晶,科学科普,1641463259,146,23
BV1tY411p7u3,舒服了！2021外交部高能名场面混剪,473837611,6656147,13023,144505,782001,390588,238862,3454,45134,跟着外交部学成语,热点,1640749967,146,24
BV19T4y127et,【原创】油管750万播放 | 苏炳添纪录片: 为生命而奔跑 6.29 | 9.83,1238426120,3596067,21492,1141776,353338,318731,156664,5839,30637,创造不可能！我们可以！,竞技体育,1641388495,146,25
BV1N3411e7CZ,新英雄·暃 CG《玉城之子》——“人们也许存在偏见，但命运没有”,57863910,6092070,16375,621437,274218,34824,54876,14594,32647,这真的不是电影？！,电子竞技,1641430820,146,26
BV1wm4y1D7Y3,低成本七龙珠完全版,28861122,1580942,1911,117817,175366,152989,31892,4096,7162,还原度99.99%，爷青回！,绘画,1641165149,146,27
BV1Z3411Y745,整活！给染了发的女友贴上唇钉鼻钉纹身贴！趁她睡觉把丈母娘叫来…,285571498,2742131,5961,429156,184257,48181,9621,3169,6172,妈妈：大开眼界,搞笑,1641293602,146,28
BV1fL4y1E7Nn,挑战早期B站入站题,14110780,3632074,17664,578531,520292,144379,40798,19877,8334,我当年是怎么能答对的？？,综合,1641009636,146,29
BV1fS4y1K7Ew,骑 士 踢 亿万级配音员,391602169,2328363,2017,75683,142137,45608,61324,1488,33107,每日亿遍，快乐无限～,特摄,1641114998,146,30
BV1N3411e772,【明日方舟×九色鹿】“吉兆呈祥”限时活动宣传PV,161775300,1650699,3677,92685,176421,61231,30536,12474,33254,芜湖，好耶！！,手机游戏,1641438020,146,31
BV1NR4y1G7TM,【年终总结】一年更新100期！这一年我们是怎么做视频的？,946974,1225261,12350,1102563,163137,163722,65626,2251,9054,对影视制作者们的亿点点帮助,数码,1641262657,146,32
BV1QS4y1K7h6,《 记 录 生 活 的 蛋 黄 派 》,337521240,2993348,33464,566585,298259,119628,26379,4200,4508,蛋黄派的长白山之行，走起！,美食记录,1641020848,146,33
BV1uq4y127qt,小策对话贾樟柯：每一个拿手机的人，都能当导演,1631440488,1267022,10242,1131661,74510,26026,12315,4991,7181,新晋导演与顶级导演的观点碰撞,短片,1641470938,146,34
BV1Va41167gN,【100w纪念】【卧底揭秘嘉然的背后】这次我们真的拼了……,672328094,1406424,16172,455652,107661,80021,33638,16384,10620,然然的一天,综合,1640745343,146,35
BV1ZF411e7aQ,你吹我Believer是吧？！,42561463,3532278,3667,144441,306938,84042,40250,4278,11189,好家伙，不愧是唢呐！,演奏,1641441915,146,36
BV1rr4y1m7Ez,猫：哪里有天才，我只不过是把别人喝咖啡的时间都用在学习上了。,27756469,3899717,1451,103400,259343,61532,37434,2030,9974,吸完这次猫，我就去学习！,喵星人,1641040510,146,37
BV1qM4y1F7Gj,【STN快报第六季16】小丑2042与战地2042，谁才是真的小丑,7349,1630484,18539,1173775,144197,141308,36649,3431,8089,疯狂整活！,单机游戏,1641111871,146,38
BV14r4y1S7tg,Michael Jackson（feat.吴碧霞）- 危险的广寒宫（Mashup）,361798078,5604447,11900,289954,486922,346963,206646,8631,73274,毫无违和感，再来亿遍！,音乐综合,1640773025,146,39
BV1Gu411D7W2,B站首发！范十三挑战吉尼斯纪录（上），一个酒店员工的疯狂之旅！,1455861172,1763837,808,111225,120125,11340,10164,1043,276,一个吉尼斯记录的诞生！就在这里！,运动综合,1640938474,146,40
BV1X3411v7k9,官宣结婚！海南人爱上东北的雪，漠叔嫁给了吉林,67141499,2506489,19285,450596,216682,68798,11610,5351,4284,我同意（狗头,日常,1640723377,146,41
BV1aL411V73y,我飘了，全球首吃披针单肢虾，吃完后悔死了,476704454,2009838,6306,528227,149194,49707,9974,1582,813,有些东西卖得少果然是有道理的。。,美食制作,1641283216,146,42
BV1Ub4y1e7iV,【时代少年团】拍摄花絮,3670216,2749536,59463,871672,144025,35058,35961,13175,3083,弟弟们的拍摄花絮来啦～,明星综合,1641281965,146,43
BV1dY411a72c,一句词，一个眼神，这场戏，您压轴。,673766663,3218139,437,90240,399869,15218,29283,1369,449,前辈确实是前辈,搞笑,1641202043,146,44
BV1fu411m79U,2022年第一份礼物，请签收！,562197,1470981,91581,707816,201537,160086,64033,6229,8014,十周年快乐！！,出行,1641043213,146,45
BV1WZ4y1D79s,【广场往事】谁 还 没 个 明 星 朋 友 ！,81824112,7392022,49516,943501,643170,539202,109089,11267,64046,广场舞不能失去凤凰传奇，就像西方不能失去耶路撒冷！,搞笑,1640600314,145,1
BV1jF411B7sw,【泛式/剧情MAD】无败的陨落，奇迹的复活!「T.E.I.O」,63231,5739745,11676,406009,484977,548696,258706,20909,94073,无败的陨落，奇迹的复活！,MAD·AMV,1640338973,145,2
BV1Y44y177qa,自制安保巡逻机甲，老年人使用都没问题,280793434,7466246,72357,761993,601335,279286,58143,22573,52225,这会给以后的考古专家带来很多困扰,极客DIY,1640688030,145,3
BV1f34y167NR,【腾格尔对《热爱105℃的你》下手了】耳朵听完，烫到嘴了！,386043247,8994335,10324,152227,546272,149089,96347,11138,158608,看见了一只草原上的狼，喝了一口105°的溪水，烫到蹿起的画面~,明星综合,1640320130,145,4
BV1xa41167gV,标准粤语，高手过招,350200499,7381780,30979,577023,312733,97304,70998,12796,113131,《两小儿辩广东话》,日常,1640223470,145,5
BV16F411B744,最能让带英破防的人是谁？【硬核狠人21】,23947287,8209132,53159,1549432,449230,364283,113122,16179,48117,字 正 腔 圆（狗头,人文历史,1640388541,145,6
BV1EF411i7eg,【冰冰vlog.007】和大家聊聊这一年我所经历的事,2026561407,3560242,37098,655375,445545,301543,81290,18631,18246,冰冰在B站的这一年,日常,1640916795,145,7
BV1jY411p7vo,把-196℃的辣椒，撒上刚出锅的肠粉，居然。。,18202105,6301217,11575,386701,464786,212268,41549,3096,6728,关于我静音也能想脑补出大姨的声音这件事,美食制作,1640771217,145,8
BV1zL4y1n7Jv,【唐诗逸新舞】洛阳旧事，一舞盛唐。国家队带你看真正的绝对演绎！【超清4k美颜暴击】,671294576,5134774,9486,262156,293467,161285,172312,4797,71239,怎么做到又轻巧又有这么足的力道的啊！,中国舞,1640224824,145,9
BV16F411i737,彩蛋全是梗！官方整活把2021都藏进了清明上河图,222103174,3071139,55495,316111,390555,301475,167008,10766,65685,好家伙，从二次元到三次元，从动漫，游戏到时政新闻全都有！,社会,1640755765,145,10
BV1kL41157kH,当我把B站100个热门视频剪在一起......,412466388,2897221,10056,214049,295096,120081,89427,2765,11643,2022继续前行！,日常,1640874869,145,11
BV12D4y1c76E,《原神》2.4版本PV：「飞彩镌流年」,401742377,7508147,34129,287396,278779,138935,63505,35552,62520,好耶！再炸一次！,手机游戏,1640347840,145,12
BV1zS4y1Q7kq,2021年，漠叔都干了什么,67141499,2537623,21492,465743,315375,242781,36522,7753,2554,不用看了明年再见对吧（狗头,日常,1640318417,145,13
BV1GZ4y1X7om,【圣 诞 烧 鸡 舞 】,627888730,5780206,1585,16781,465423,250816,153508,3813,12309,这段舞没有母狮子我觉得不行（狗头,短片·手书·配音,1640422756,145,14
BV1SS4y1M75t,【孤勇者】那一天 他们变成了光,456664753,3380561,2638,174349,285649,109966,52192,2601,7142,英雄主义往往出现在平凡的人身上,社会,1640666580,145,15
BV1Sg411w7T9,【官方MV】宇多田光 - 《One Last Kiss》（电影《新·福音战士剧场版：终》主题曲）,1016555164,2170496,1728,259300,188119,130555,110062,3813,16716,官方正版，好耶！！,MV,1640404818,145,16
BV1Wu411S7mr,【医学博士】住手！不要再伤害你的眼睛 I 隐形眼镜怎么选？,7788379,4617180,4851,533539,171239,55027,60858,3304,14579,全方位解答你对隐形眼镜的所有疑惑！,科学科普,1640259253,145,17
BV1j34y1z7M6,沉  浸  式  催  逝  员,447212385,8083404,13733,292602,647609,210220,170382,5252,77421,还以为是什么3D场景模拟，越看越真，好家伙原来是真人！,搞笑,1640619961,145,18
BV1XP4y1H723,【周杰伦】五首连唱《三年二班+她的睫毛》、《等你下课》、《我的地盘+七里香》|动感地带·15th咪咕,690100803,1821488,15468,175315,131553,102154,44061,8878,28525,新歌《五首连唱》啥时候发行（狗头,音乐现场,1640440546,145,19
BV1eF411B7nT,“这游戏……也太好玩了吧！”,546195,4957736,11159,570893,375626,98321,45789,3067,3281,一个礼拜内我要看到《我把老番茄的游戏做成了游戏》,单机游戏,1640341560,145,20
BV1Xu411S7WQ,在2022年之前看完这个视频！(看简介),11410668,1759066,389152,70927,312868,75457,69671,0,4515,一年后见各位！,搞笑,1640750158,145,21
BV15Z4y1D7ae,⚡喝！！！⚡𝑩𝒆𝒍𝒊𝒆𝒗𝒆𝒓,13595634,10393168,31377,87309,965363,336322,346456,4771,101325,一万粉就能整出这种活，以后能整出什么活来我不敢想（狗头玫瑰,人力VOCALOID,1640406005,145,22
BV1VF41167yr,2098年12月26日，分享一则新闻。,20165629,3684683,12328,153421,419882,80298,76575,13104,28688,官方整活最为致命,综合,1640085164,145,23
BV1hq4y117Ty,把B站做成一件珠宝！爆肝300个小时手工制作！,238351660,1894908,3612,113956,381998,21647,36093,2672,2050,新周边快出吧！,手工,1640665664,145,24
BV1sS4y1M7f5,【半佛】花呗都被消费主义吓到了,37663924,4887488,15621,979555,277698,101929,60100,14364,34669,不买立省100%,财经商业,1640409709,145,25
BV1oM4y1c7iH,猪柳蛋：你好，我是睡务局局长，需要在你家旅馆试睡一场,335575297,7543142,1121,117347,338302,47547,70881,1362,4345,来一个浴皇套餐，谢谢,喵星人,1640304027,145,26
BV15R4y1s7Vn,200%最强美食还原“蟹黄堡”！掉san版...,527057981,3169952,14916,332024,315440,221543,39717,2326,12297,一模一样！直接突破次元壁了！,美食制作,1640229314,145,27
BV1jF411B7n7,我猜出了这玩意儿的配方~然后做了一棵好大的树,1611797834,6548114,5686,526669,330376,120378,78867,3864,14743,我可不可以理解五毛钱一包的玩具竟然是晶体学智慧的结晶（狗头,科学科普,1640354421,145,28
BV14q4y1m7Rc,「小白」小米12全系上手：水桶小屏旗舰？这次要成？,8969156,1480191,6394,408717,66577,6762,2362,8605,3408,嘴瓢金句2：“我们绝对不会期待米粉的期待”,数码,1640699665,145,29
BV1xD4y1c7c2,后来才发现，王宝强这一段话全是真的！,42448991,8529852,3547,195171,720274,30329,74803,4379,5002,演艺圈中一手烂牌打出王炸的男人,影视剪辑,1640410979,145,30
BV1GR4y137co,感谢大家的关心，一切都好。,533459953,4252422,9524,172369,314872,24796,8989,7034,3858,里 应 外 合,美食侦探,1640579193,145,31
BV1Pq4y1m78Q,假steam究竟有多离谱？up主以身试毒揭开假steam背后的秘密,1385037217,3406263,7050,366563,195800,39628,28704,8731,10144,感谢排雷,软件应用,1640138408,145,32
BV1G3411v7Mn,原神里的二次元彩蛋【第二期】,14110780,1757405,6635,528995,252090,120241,26597,4426,4536,建议原神直接出个NPC，名字就叫凉风，职业是作家，笔名是Kaze（狗头,综合,1640364152,145,33
BV1or4y1U7Zr,画大饼,2206456,1947320,19944,425487,228549,107330,45427,8470,3512,其他人拍节目：折腾自己  北子拍节目：实现愿望模拟器,日常,1640318429,145,34
BV1Ri4y1979B,【全网最全】20个iPad隐藏绝技，你未必全知道！！！,267939460,2326860,8930,622393,147910,77342,213454,2295,16401,iPad用到最后，终极且单一的功能：看视频,软件应用,1640435718,145,35
BV1A44y177pS,开口跪！漠叔献唱震撼全场，正式宣布差点出道,67141499,3998419,14773,318927,376967,85634,20746,5860,4691,你一票我一票，漠叔明天就出道,日常,1640491249,145,36
BV1CP4y1H7SB,【快感上瘾?】如何欺骗大脑做困难的事!,66391032,2439546,6925,570493,215467,186885,191069,3488,49313,大脑:你以为我不知道你在想什么吗,健身,1640475521,145,37
BV1zY411h7Sv,【罗翔】为什么要有体育与音乐教育？我是个反面典型,517327498,3122983,18449,575189,254330,46835,23137,7645,10125,我悟了！这就是为什么军训的时候要拉歌（狗头,社科·法律·心理,1640664022,145,38
BV1ya411B7p8,敏感、玻璃心、老好人，讨好型人格有多累？,547173382,2071986,7529,421817,45016,17723,18155,2381,6468,破防了家人们,人文历史,1640821594,145,39
BV1Z34y167su,啥家庭能天天吃这个啊……,29329085,3593995,12126,355598,274745,122625,27344,1731,3920,传下去，二喵吃小孩（狗头,美食制作,1640416378,145,40
BV1cL41177oz,您好，欢迎光临“维式蛋糕房”！,384205461,5421223,554,42255,472235,7098,47184,1872,15421,等等，最后钱退了，面包也拿走了……？,短片,1640423106,145,41
BV1Rb4y1Y7Pw,【自制动画】《鬼灭之刃》无限城篇（香奈乎单挑童磨 片段）,451664,3125110,1729,150149,242603,131680,68935,3711,14410,把鬼灭变成写实画风，压迫感直接拉满,短片·手书·配音,1640588778,145,42
BV1p44y1778m,年 终 总 结,14110780,1346372,11942,365048,173454,49345,13122,6050,3146,传下去，凉风交代了,日常,1640786418,145,43
BV1rZ4y1Q7kW,《2021淘宝丑东西颁奖盛典》——丑者归来！,250508441,4671212,31280,1336184,180120,34404,32371,5203,103540,每个东西，都有ta存在的价值...,搞笑,1640005210,144,1
BV1na411k7ok,原神里的二次元彩蛋【第一期】,14110780,3631462,8647,457144,473412,250498,66275,9654,14963,二次元梗，你懂多少？,综合,1639800052,144,2
BV16L411j7Xy,这，不可能！,7212583,5879624,2628,117156,527298,150709,189318,2036,8985,学会这个，设计这块你是王者！,设计·创意,1640004917,144,3
BV1Kg411A7ue,《误杀2》！！退钱！！！,414336759,4798097,14142,584739,232982,50509,14450,13758,34352,这能比电影精彩？！,影视杂谈,1640015551,144,4
BV18D4y1c7BM,“总有一天，全城的狗，都要高看我！”,11164088,20890745,14678,181587,1390331,620856,474737,8284,312157,狗中王者,汪星人,1640173152,144,5
BV1Ki4y1o7hr,爆肝528小时！我做出了《海绵宝宝》3D同人动画！（3）,702250475,6136400,7371,124344,577635,303964,160046,4053,38871,"""原作重制版“，等你来看！",综合,1639698612,144,6
BV1AQ4y1Y7Zs,催 逝 员 和 穿 山 甲,34105323,1980751,1218,90104,172591,92715,54464,2458,21228,进来喝口鸡汤凉凉身了~,短片·手书·配音,1639732461,144,7
BV1oP4y1n7YM,超凡蜘蛛侠3应该是这样拍的！(游戏电影)《漫威/超凡蜘蛛侠3-战导剪辑版》,35304409,2744481,9900,11421369,201975,193212,137986,2032,11143,“超凡蜘蛛侠3” 提前看起来！,单机游戏,1639819022,144,8
BV1tS4y1Q7ud,联合整蛊徐大虾，结果居然...,147166910,3669844,47183,1425380,501432,122307,35670,4009,4627,你的虾王，无限猖狂（doge,搞笑,1639855402,144,9
BV1D44y1E7QK,全世界排名第一的蛋糕！包教包会，闭着眼睛也能做出来！,406636263,6160422,7006,262694,448460,196968,445409,4038,43822,我的眼睛学会了,美食制作,1639821632,144,10
BV1kM4y1c7aQ,“二郎，瞧你那熊样”│宋轶x熊二,5677185,1750590,4185,162984,151897,39652,36553,4701,55905,拉郎还能跨次元离谱了？,影视剪辑,1639825924,144,11
BV1Ma411k7Xw,“你们不要再这样吃面了！这样只会饿死我！”【3】,99157282,3565019,18762,820152,286496,119513,26281,5421,12991,必打卡面馆推荐,美食侦探,1639906225,144,12
BV1J34y167n3,「孤勇者」不孤独,473837611,2508973,6921,254927,277257,170261,71438,5943,18557,致敬无名英雄,热点,1639804354,144,13
BV14b4y1v775,手机没电了，去何同学那里用桌子充啊！,562197,3901168,37731,1259597,318649,102701,38258,7935,12266,何同学桌子的体验报告,日常,1639796840,144,14
BV1vb4y1q7QL,17年前的高中生rap吐槽校规，17年后成母校老师,487614876,5985081,1960,70644,554830,38144,70244,4675,23389,归来仍是少年，没有一丝丝改变,热点,1639642672,144,15
BV1W34y167WG,“更努力，更好，更快，更强！”,496783876,2606958,1389,78348,277741,120555,120232,2240,8360,大自然里的动物真的好美！,野生动物,1639732545,144,16
BV1MM4y1w79w,红伞伞，白杆杆，做了一周手酸酸。。,18202105,8061596,24220,459147,564943,287001,67201,3141,8332,ohhh，美味时刻,美食制作,1640246467,144,17
BV1er4y1U79H,人类有可能完成？,8937568,10428252,20536,136633,735826,203680,135277,2647,8095,世上无难事是真理,单机游戏,1639884961,144,18
BV1Yb4y1q7FH,当宁死不吃虾壳的英国公公，遇到带壳吃的椒盐大虾，真香？,3341680,2977023,8551,727357,151847,56324,16884,3118,2720,真香。,美食测评,1640077234,144,19
BV1eM4y1c7mg,【进击的巨人】肝帝！700小时手绘，时隔120天，利威尔暴虐野兽巨人名场面！,1589480691,978942,2199,494564,113102,106711,25110,1721,3912,700个小时，是我未曾设想的道路,绘画,1639918785,144,20
BV1dm4y1X7ZS,呼噜噜~ 来和新朋友一起玩吧,488836173,1746577,1658,41231,136628,42981,23423,6843,12561,这画面也太美好了吧~,MMD·3D,1640091997,144,21
BV1FQ4y1Y79p,弱弱问一句：我是不是破解了全天下黑猫的隐身术？,181588372,5371262,1316,39226,460542,8419,59304,2213,56964,把铲屎官给聪明的~,喵星人,1639731894,144,22
BV1zL4y1n7Jv,【唐诗逸新舞】洛阳旧事，一舞盛唐。国家队带你看真正的绝对演绎！【超清4k美颜暴击】,671294576,5134808,9486,262156,293467,161285,172313,4797,71240,中国舞，绝美！,中国舞,1640224824,144,23
BV1Jg411w7d7,中国人不骗中国人，边境发财日入过万,67141499,3116031,9852,260879,261890,66197,12009,3939,6421,千万别被大漠叔叔单纯的外表骗了,日常,1639572116,144,24
BV1Qr4y1D7ei,对话，余华！！！！！！！,3433092,3579403,17167,1516196,298324,201341,116191,6352,34949,颠覆着时代记忆，深入了解余华老师,人文历史,1639736118,144,25
BV1mY411W78V,荧 vs 遗迹守卫 - 原神动画,1220617185,1561592,1544,92173,167397,49119,41620,3880,6431,这不是官方动画竟然？！,MMD·3D,1639929549,144,26
BV1MF411B7WG,【时代少年团】《这福气给你要不要》之一起福气到永远,3670216,4309551,121867,1600419,158897,42162,35327,14779,4421,这是我能免费看的？！,明星综合,1640160631,144,27
BV1Ea411k7Ui,【年度大制作，请看】在阳光照不到的地方，总有一群人默默守护着我们,584599812,3152756,3674,336527,310372,189630,62128,2401,6695,致敬每一位缉毒警察,短片,1639898600,144,28
BV1MY411W78X,【25格】纯爱？你可能从未看懂它！超细节解析新海诚《言叶之庭》的秘密,927587,3229368,23034,3190034,328470,300791,134033,8721,39039,原来《言叶之庭》竟有这么多隐喻！,影视杂谈,1639575260,144,29
BV19Y411W7W5,用一千万抽，揭示原神抽卡系统全部细节,6165300,4104602,11229,851947,259980,114923,79607,18119,43050,了解透彻机制，抽卡才能六星爆表！,手机游戏,1639881048,144,30
BV1bY411H7ra,【侦查冰】腾讯VS网易的强强对决，在一场Dota比赛中打响,617285,1290566,5116,700921,75327,54200,16451,4791,8336,哈哈哈，这都行？！,电子竞技,1640151816,144,31
BV1444y1J7Eq,谁的生命力比死侍更顽强？【硬核狠人20】,23947287,5516248,27742,1331875,247796,112739,35869,6903,14708,原来世上真的有这么命大的人,人文历史,1639640131,144,32
BV1cr4y1Q72G,玩个象棋都能开挂？万宁象棋这游戏就离谱！,429741851,10408231,8777,191097,522681,60002,100747,3980,101239,小伙子会下棋吗进来杀两盘,手机游戏,1639734993,144,33
BV1xu411S7K1,为了防止电视诈骗把电视砸了【阅片无数Ⅱ 32】,14110780,2567959,10089,593955,203053,30031,9816,3044,3872,你永远可以相信凉风,搞笑,1640172060,144,34
BV12M4y1c71E,沙雕误入新藏线（二），队友祭天，法力无边,431768394,5325580,3133,168003,523137,13375,39711,1590,7482,菜鸟误入高端局系列,运动综合,1639738508,144,35
BV1Ri4y1d7qb,天玑9000前瞻上手：这次发哥有点强！,25876945,1929794,14115,846116,124169,54861,15992,12013,19785,不愧是发哥，过硬！,数码,1639937690,144,36
BV1S44y1E7Hy,【原神】耗时一个月用十米长卷打开璃月全景,165792998,823308,3208,280184,153219,106904,52640,3605,10297,这没点手上功夫还真不行,短片·手书·配音,1639764142,144,37
BV15F41167Em,《痒》笑死，老鼠跳舞居然这么涩情,408035943,4236756,5494,260372,257033,56534,27029,3007,23517,一个字：娇柔,动物综合,1639993802,144,38
BV12Y411W7Yy,反 向 带 货 P K 版 本,40966108,3914965,7223,109059,311391,130890,74442,2356,24743,见过带货界最强的PK,鬼畜调教,1639792825,144,39
BV1AP4y1H7Sh,漠叔远到广西宣传农村，老乡纷纷介绍媳妇,67141499,2311443,17066,610596,197732,42502,8102,3882,4788,老乡，如果你被绑架了你就眨眨眼,日常,1640005535,144,40
BV13Q4y1Y7bD,【同人动画】儿童迪迦4：盖亚的宠物！！！！！！,395135643,3943338,5581,173736,184015,77239,33674,2512,23825,平成三小只狠狠爱了,特摄,1639684038,144,41
BV1YP4y1H7a4,与理发师的心理战,1532165,3111889,2024,111631,317738,10641,13675,2681,9221,逃过了套路，逃不出自己的心路,搞笑,1640253653,144,42
BV1Rg411w7uU,2021 我的21岁,36410144,1377747,5361,500142,144239,115042,44680,8029,13007,原来人生可以再精彩一点,日常,1640064409,144,43
BV1Mi4y1o7CE,必收藏！百万人浏览后，大家共建了一份全网免费优质课程资源库,774729,2086936,1020,249059,223437,193768,386568,2376,14998,神仙UP主带我进步,社科·法律·心理,1639643487,144,44
BV1nP4y1H74w,小翔哥花了一整天的时间，终于吃到张家口最具特色美食“莜面”,1131457022,2034645,15463,699620,171522,46023,11183,7636,7507,冬奥之城的美食探索之旅,热点,1639803013,144,45
BV1AS4y1Q72a,这玩意就是内卷之王吧！,1420982,8782622,11721,427747,725087,563896,119059,4235,10370,佛跳墙都要变成家常菜？！,美食制作,1639310278,143,1
BV15S4y1Q7Z1,【BLG】Uzi I'M BACK记录：舞台下的560天,268999208,2374598,10915,651698,120712,64856,18011,13062,24591,神归来！！,电子竞技,1639543976,143,2
BV1534y197WX,b 站 热 度 年 度 总 结 ☆【禁止套娃2021】,415890389,5043101,30377,434127,522600,286182,216754,11324,63902,看了那么多套娃，还是你俄罗斯,综合,1639400140,143,3
BV1Pr4y1D7Ck,无 伤 速 通 催 逝 员,3066511,19080432,31858,163149,1225245,585759,450101,7139,158456,专业团队，专业催逝,鬼畜剧场,1639237757,143,4
BV1SF411z73g,【动态胡桃】600小时创作39张插画组成的胡桃手书-葬礼篇·离别与希望之蝶,5849993,4000538,7045,300260,630485,551900,387174,6290,49499,这竟然不是官方？,绘画,1639281664,143,5
BV1tR4y1s77j,TGA2021《原神》参选视频,401742377,5400953,18185,100260,503857,186412,88050,24708,43845,恭喜原神！！！,手机游戏,1639139828,143,6
BV1k44y1E7fi,【周杰伦】金曲联唱《给我一首歌的时间+我不配＋安静+轨迹》|2021TMEA,534957554,4694209,38823,493453,294900,221991,117991,20216,84888,用四首歌的时间，安静地回忆青春,音乐现场,1639235038,143,7
BV1Mg411w7R2,【S11决赛】万字复盘！EDG与DK的究极决战！不破不立登顶世界之巅！我们是冠军！下集,322595106,2736771,26178,4295652,239888,315451,117413,7240,13670,S11决赛重温之旅,电子竞技,1639279664,143,8
BV1fR4y1s7ij,传递真相！这是南京大屠杀的唯一动态影像,473837611,2666910,16498,298509,447765,253534,109338,8994,17990,铭记历史我们才能更好的前行,热点,1639356414,143,9
BV113411s76X,“ 汤 姆 历 险 记 ”,130130236,1836792,858,44024,178091,34697,42949,907,9739,不得不说，一模一样,综合,1639196738,143,10
