Num_Acc,catr,voie,v1,v2,circ,nbv,vosp,prof,pr,pr1,plan,lartpc,larrout,surf,infra,situ,vma
201900036168,4,,0,,2,2,0,1,0,0,1,,,1,0,1,30
201900036169,4,CHURCHILL (AVENUE SIR WINSTON),0,,3,2,0,1,0,0,1,,,1,0,1,50
201900036170,3,806,0,,2,2,0,2,12,0,1,,,1,0,1,50
201900036171,4,GRASSET (AVENUE DU PROFESSEUR),0,,2,2,0,1,NaN,NaN,1,,,1,0,1,50
201900036172,4,Av Danielle MITTERRAND,0,,3,2,0,1,0,0,1,,,1,0,1,30
201900036173,3,112,0,,3,4,0,1,8,248,1,,,1,0,1,80
201900036174,4,,0,,2,1,3,1,0,0,1,,,1,9,1,30
201900036175,4,HARPE (RUE DE LA),0,,1,1,0,1,0,0,1,,,1,0,1,50
201900036176,4,BLUM (AVENUE LEON),0,,2,2,0,2,0,0,1,,,1,2,1,50
201900036177,4,DUPARGE (RUE GENERAL),0,,2,2,0,1,1,0,1,,,1,0,1,50
201900036178,4,(RUE) NEGRESKO,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900036179,7,(6098)     NAPOLEON III (BOULEVARD),0,,NaN,1,0,1,0,0,3,,,1,0,1,50
201900036180,4,CASSIN (BD RENE),0,,1,1,1,1,0,0,1,,,1,0,1,50
201900036181,4,AMES DU PURGATOIRE CH.DES,0,,2,0,0,2,0,0,3,,,1,0,1,50
201900036182,4,AVENUE CORENTIN CARIOU,0,,2,3,1,1,0,100,1,,,1,6,5,10
201900036183,4,RUE DE SAUSSURE,0,,1,1,0,1,0,0,1,,,1,0,1,30
201900036184,4,AVENUE DE CLICHY,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900036185,4,ALLEE DE LA REINE MARGUERITE,0,,2,4,0,1,0,0,1,,,1,0,1,50
201900036186,4,ALLEE DE LONGCHAMP,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900036187,4,BOULEVARD VINCENT AURIOL,0,,1,2,0,2,0,0,1,,,1,0,1,30
201900036188,4,RUE DE LOBAU,0,,1,2,0,1,0,0,1,,,1,0,5,50
201900036189,4,QUAI DES TUILERIES,0,,1,4,0,3,0,0,1,,,1,0,1,50
201900036190,4,BOULEVARD MALESHERBES,0,,2,2,0,4,0,0,1,,,1,0,1,50
201900036191,4,BOULEVARD BEAUMARCHAIS,0,,2,5,3,1,0,0,1,,,1,5,6,50
201900036192,3,110,0,,2,4,0,1,0,0,1,,,1,0,3,50
201900036193,4,MADELEINE SMITH CHAMPION (AV),0,,NaN,2,0,1,1,0,1,,,1,6,2,30
201900036194,3,231,0,,2,2,0,1,0,0,1,,,2,0,1,50
201900036195,3,4,0,,1,3,0,2,0,0,1,,,1,0,1,50
201900036196,4,AVE ROUL,0,,2,4,2,1,0,0,1,,,2,0,1,50
201900036197,4,EUGENE SUE,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900036198,4,,0,,3,2,0,1,0,0,1,,,2,0,1,50
201900036199,4,,0,,2,2,0,1,0,0,1,,,2,0,1,50
201900036200,3,34,0,,2,2,0,1,4,550,1,,,2,0,1,70
201900036201,4,EUSEN VICTOR,0,,2,2,0,1,0,0,1,,,2,8,1,30
201900036202,3,789,0,,2,2,0,1,4,0,1,,,2,0,1,50
201900036203,4,CLEMENCEAU (BOULEVARD GEORGES),0,,2,2,0,1,0,0,1,,,1,6,1,50
201900036204,3,149,0,,NaN,2,0,1,10,600,1,,,2,0,1,50
201900036205,3,767,0,,3,4,0,1,50,870,1,,,1,0,1,110
201900036206,4,NORMANDIN   RUE EMILE,0,,1,2,2,1,0,0,2,,,2,0,5,50
201900036207,4,MARILLAC   AVENUE,0,,2,4,0,1,0,0,1,,,2,6,1,50
201900036208,3,732,0,,2,2,0,1,0,0,1,,,2,0,1,50
201900036209,4,AUDIENCE (RUE DE L'),0,,NaN,2,0,1,0,0,1,,,2,0,1,50
201900036210,4,MELCHIOR GUINOT (RUE),0,,1,2,0,1,0,0,1,,,2,0,1,50
201900036211,6,BASTIDE LON (CHEMIN),0,,NaN,0,0,1,0,0,1,,,1,0,1,30
201900036212,4,LIEUTAUD (COURS)      2 A 52,0,,2,4,0,1,0,0,1,,,1,0,1,50
201900036213,9,GAMBETTA (COURS),0,,2,2,0,1,0,0,1,,,2,0,1,50
201900036214,3,6161,0,,2,2,0,1,0,0,1,,,2,0,1,70
201900036215,3,11,0,,NaN,2,0,1,0,0,1,,,1,5,1,50
201900036216,3,533,0,,2,2,0,2,55,125,3,,,1,0,NaN,80
201900036217,4,ROUQUIER (BOULEVARD EMMANUEL),0,,2,2,0,1,0,0,1,,,2,0,1,50
201900036218,3,942,0,A,2,2,0,1,2,463,2,,,7,0,1,50
201900036219,4,rue Professeur Étienne Sorrel,0,,2,NaN,NaN,1,NaN,NaN,1,,,1,0,1,NaN
201900036220,4,BD PERIPHERIQUE INTERIEUR,0,,1,4,0,1,31,400,1,,,1,0,1,70
201900036221,4,BD PERIPHERIQUE INTERIEUR,0,,1,4,0,1,19,400,1,,,2,0,1,70
201900036222,4,BD PERIPHERIQUE INTERIEUR,0,,1,3,0,1,5,800,1,,,1,0,1,70
201900036223,4,BD PERIPHERIQUE INTERIEUR,0,,1,5,0,1,0,100,1,,,1,0,1,70
201900036224,4,RUE DE MEDICIS,0,,2,2,0,1,7,0,1,,,1,0,1,50
201900036225,4,AVENUE DE LA PORTE DE VINCENNES,0,,2,6,0,1,0,0,1,,,1,0,1,50
201900036226,4,RUE DE BELLEVILLE,0,,2,2,0,2,0,0,1,,,2,0,1,50
201900036227,4,RUE DE ROME,0,,2,2,0,1,0,0,1,,,2,0,1,50
201900036228,4,PLACE DENFERT ROCHEREAU,0,,1,4,0,1,0,0,1,,,2,0,1,50
201900036229,4,BOULEVARD ROMAIN ROLLAND,0,,1,3,0,1,13,0,1,,,2,0,1,50
201900036230,4,RUE D ALESIA,0,,2,3,NaN,1,0,0,1,,,2,0,1,50
201900036231,4,BOULEVARD JOURDAN,0,,3,8,0,1,0,0,1,,,1,0,1,50
201900036232,4,BOULEVARD BRUNE,0,,3,3,1,1,0,0,1,,,2,0,5,50
201900036233,4,RUE DE LOBAU,0,,2,2,1,1,0,0,1,,,2,0,5,50
201900036234,4,BOULEVARD DE L HOPITAL,0,,2,3,NaN,2,82,0,1,,,1,0,1,50
201900036235,4,AVENUE DES GOBELINS,0,,2,4,NaN,2,51,0,1,,,1,0,1,50
201900036236,4,RUE LEMAIGNAN,0,,2,2,0,1,0,0,1,,,2,0,1,50
201900036237,4,QUAI D AUSTERLITZ,0,,2,3,1,1,13,0,1,,,2,0,5,50
201900036238,4,PLACE DE L ALMA,0,,1,4,0,1,5,0,3,,,2,0,1,50
201900036239,4,RUE DE ROME,0,,2,3,1,1,80,0,1,,,1,0,5,50
201900036240,4,RUE DE SAINT PETERSBOURG,0,,2,2,0,2,0,0,1,,,2,0,1,50
201900036241,4,AVENUE DES CHAMPS ELYSEES,0,,2,6,NaN,2,0,0,1,,,3,5,1,50
201900036242,4,AVENUE HOCHE,0,,2,2,0,1,38,0,1,,,2,0,1,50
201900036243,4,COURS ALBERT 1ER,0,,3,2,0,1,0,0,1,,,2,0,1,50
201900036244,4,RUE LAS CASES,0,,1,1,0,1,0,0,1,,,2,0,1,30
201900036245,4,RUE DE SEVIGNE,0,,2,2,0,1,0,0,1,,,2,0,1,30
201900036246,4,RUE DE L ECHELLE,0,,2,3,NaN,1,0,0,1,,,2,0,1,50
201900036247,4,QUAI DE GESVRES,0,,1,4,0,1,0,0,1,,,2,0,1,50
201900036248,3,237,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900036249,3,245,0,,2,2,0,2,1,0,1,,,2,5,1,50
201900036250,3,120,0,,2,2,0,1,1,0,1,,,2,0,3,30
201900036251,3,6,0,,2,2,0,1,0,0,1,,,1,5,1,50
201900036252,3,7,0,,2,0,0,1,0,0,1,,,2,0,1,50
201900036253,3,7,0,,1,4,1,1,0,0,1,,,2,0,5,50
201900036254,4,DIVISION DU GENERAL LECLERC (R DE LA),0,,2,2,0,2,0,0,1,,,1,0,1,50
201900036255,3,224,0,,2,2,0,1,0,0,1,,,2,0,1,50
201900036256,3,148,0,,1,2,0,1,0,0,3,,,2,0,1,50
201900036257,4,MARECHAL JOFFRE (AV DU),0,,NaN,1,2,2,1,0,1,,,2,0,1,50
201900036258,4,SAINT SIMON (rue),0,,2,2,3,1,0,0,1,,,2,9,1,50
201900036259,3,86,0,,3,4,0,1,0,0,1,,,1,0,1,50
201900036260,3,123,0,,2,2,0,1,0,0,1,,,2,0,1,50
201900036261,3,145,0,,2,2,1,1,0,0,1,,,1,0,1,30
201900036262,4,BLANQUI (RUE),0,,NaN,1,0,1,0,0,1,,,2,0,1,50
201900036263,3,14,0,,1,2,0,1,0,0,1,,,2,0,1,50
201900036264,3,14,0,,2,2,1,1,0,0,1,,,2,0,1,50
201900036265,3,14,0,,2,2,0,1,0,0,1,,,2,0,1,50
201900036266,4,MICHELS CHARLES,0,,2,2,0,1,0,0,1,,,2,9,1,50
201900036267,4,BRETONS,0,,1,1,0,1,0,0,1,,,2,0,1,50
201900036268,3,116,0,,2,2,0,1,0,0,1,,,2,0,1,50
201900036269,4,COUBRON RUE DE,0,,2,2,0,2,1,0,1,,,2,0,1,50
201900036270,4,ROMAIN ROLLAND (RUE),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900036271,3,932,0,,1,1,0,1,0,0,2,,,1,9,1,50
201900036272,6,PETITS PONTS (ROUTE DES),0,,NaN,2,0,1,0,0,1,,,1,9,NaN,30
201900036273,4,MAXIMILIEN ROBESPIERRE (RUE),0,,2,2,0,1,0,0,1,,,1,5,1,50
201900036274,9,HEURTAULT (RUE),0,,1,1,0,1,0,0,1,,,1,0,NaN,50
201900036275,3,20,0,,2,2,0,1,0,1,1,,,1,9,1,50
201900036276,3,906,0,,1,3,0,1,0,0,1,,,1,0,1,50
201900036277,3,7,0,,NaN,2,0,1,0,0,1,,,2,0,1,50
201900036278,3,907,0,,2,2,0,1,0,0,1,,,2,0,1,50
201900036279,2,13,0,,3,4,0,1,0,0,1,,,2,0,1,50
201900036280,7,ACHILLE PERETTI (AVENUE N° 90 A 96 ET 9,0,,2,2,1,1,0,0,1,,,2,0,1,50
201900036281,3,908,0,,3,2,0,1,0,0,1,,,2,0,1,50
201900036282,3,106,0,,2,4,0,1,0,0,1,,,1,0,1,50
201900036283,3,906,0,,2,2,0,1,0,0,1,,,2,0,1,50
201900036284,3,906,0,,1,2,0,1,0,0,1,,,2,0,3,50
201900036285,3,101,0,,2,2,1,1,0,0,1,,,2,0,1,50
201900036286,4,VICTOR HUGO (AVENUE) 49/FIN - 60/FIN,0,,NaN,2,0,1,0,0,1,,,1,0,1,50
201900036287,3,50,0,,2,2,0,1,0,0,1,,,2,0,1,50
201900036288,3,907,0,,2,4,0,1,0,0,1,,,2,0,3,50
201900036289,3,910,0,,3,3,0,3,0,0,1,,,2,2,1,50
201900036290,3,7,0,,2,4,0,1,0,0,1,,,2,1,1,50
201900036291,3,3,,D,2,2,0,1,NaN,NaN,1,,,2,0,1,50
201900036292,3,112,,,2,2,0,3,6,950,1,,,2,0,1,80
201900036293,3,341,,,2,2,0,1,76,300,1,,,1,0,1,80
201900036294,3,316,,,3,4,0,1,9,700,1,,,2,0,1,90
201900036295,4,,,,2,2,0,1,NaN,NaN,2,,,2,0,1,50
201900036296,3,92,,,2,2,0,2,54,700,3,,,2,0,1,80
201900036297,2,7,0,R,NaN,2,0,1,1,0,1,,,2,0,1,50
201900036298,4,,,,1,1,0,1,NaN,NaN,1,,,2,0,1,50
201900036299,4,Avenue Jean-Henri Fabre,,,2,2,0,1,NaN,NaN,1,,,2,0,1,50
201900036300,3,749,,,2,2,0,1,40,NaN,1,,,2,0,1,80
201900036301,2,12,0,,3,4,0,1,43,325,1,,,2,0,1,110
201900036302,4,,0,,2,2,0,2,NaN,NaN,2,,,1,0,1,50
201900036303,3,912,,,2,2,0,1,6,710,1,,,2,0,1,50
201900036304,3,88,,,1,1,0,1,NaN,NaN,3,,,2,1,3,70
201900036305,3,781,0,,2,2,0,1,2,800,2,,,2,0,1,80
201900036306,3,1508,,,2,2,0,1,44,0,1,,,2,0,1,50
201900036307,4,Rue du Dr Emile Roux,,,2,2,0,1,NaN,NaN,1,,68,1,0,1,50
201900036308,3,1235,,,2,2,0,1,8,400,1,,,2,0,1,50
201900036309,3,3,,,2,2,0,1,7,707,1,,,2,0,1,80
201900036310,3,944,0,,2,2,0,1,32,200,1,,,2,0,1,80
201900036311,3,33,0,,2,2,0,1,2,500,1,,,2,0,3,80
201900036312,9,jean Bigot,,,2,2,0,1,NaN,NaN,1,,,3,0,1,50
201900036313,3,162,,,2,2,0,2,3,NaN,2,,,2,0,1,80
201900036314,3,1082,,,2,2,0,1,37,910,1,,,2,0,3,80
201900036315,3,5,,,2,2,0,1,12,780,1,,,2,0,1,80
201900036316,3,908,0,,2,2,0,1,76,800,1,,,2,0,1,80
201900036317,4,Champvent,0,,NaN,1,0,2,NaN,NaN,1,,,1,0,3,30
201900036318,3,683,0,,2,3,0,1,88,980,4,,,3,0,1,50
201900036319,3,22,0,,2,2,0,1,3,300,3,,,1,0,1,80
201900036320,3,25,0,,2,2,0,1,6,200,1,,,2,0,1,80
201900036321,2,12,0,,3,4,0,1,80,50,1,,,2,0,1,110
201900036322,3,1090,,,2,2,0,4,41,500,1,,,2,5,1,80
201900036323,3,12,0,,2,1,0,2,NaN,NaN,2,,,2,0,3,80
201900036324,3,1083,,,2,2,0,2,70,550,1,,,2,0,3,50
201900036325,3,276,,D,2,2,0,1,3,300,4,,,2,0,1,80
201900036326,4,,,,2,2,0,1,NaN,NaN,1,,,2,0,1,50
201900036327,3,921,0,E,2,2,2,2,6,780,3,,,2,0,3,80
201900036328,2,21,0,,2,2,0,1,47,0,2,,,1,0,1,70
201900036329,3,13,0,,2,2,0,1,6,500,2,,,2,0,3,80
201900036330,3,910,0,,2,4,0,1,46,300,1,,,2,0,1,50
201900036331,3,129,0,,2,2,0,1,2,800,1,,,2,0,3,70
201900036332,3,907,0,,2,2,0,1,45,225,3,,,2,0,1,NaN
201900036333,3,949,0,,2,2,0,1,2,100,2,,,2,0,1,50
201900036334,3,164,,,NaN,2,0,1,44,300,1,,,2,0,3,80
201900036335,3,2,,,2,2,0,1,4,0,3,,,1,5,1,50
201900036336,4,3,,D,2,2,1,1,NaN,NaN,3,,,1,0,1,30
201900036337,1,7,0,,3,5,0,1,191,500,2,,,2,0,1,130
201900036338,3,27,0,E,2,2,0,2,15,100,3,,,1,0,1,80
201900036339,4,7,0,,2,2,0,1,NaN,NaN,1,,,1,0,3,90
201900036340,9,,,,2,2,0,2,NaN,NaN,1,,,1,0,3,30
201900036341,2,5,,,2,2,0,1,NaN,NaN,1,,,1,5,1,50
201900036342,3,7,0,,2,2,0,1,3,360,1,,,1,0,1,50
201900036343,3,116,,D,2,2,0,1,100,NaN,1,,,2,0,1,50
201900036344,3,98,,A,1,2,0,1,1,600,3,,,1,0,3,70
201900036345,4,,,,2,2,0,2,NaN,NaN,1,,,1,9,1,50
201900036346,3,19,0,,2,2,0,1,2,850,1,,,1,5,1,50
201900036347,7,6098,0,M,2,2,0,1,46,885,3,,,1,0,1,30
201900036348,3,8,,N,2,2,0,1,61,700,1,,,2,0,3,80
201900036349,4,,,,2,2,0,1,NaN,NaN,2,,,5,0,1,50
201900036350,3,925,0,B,2,2,0,1,NaN,NaN,1,,,2,0,3,80
201900036351,2,134,,,2,2,0,1,45,NaN,1,,,2,5,1,80
201900036352,3,91,0,,2,1,0,1,15,50,1,,,1,5,1,80
201900036353,3,112,,,2,2,2,1,NaN,NaN,1,,,1,0,1,NaN
201900036354,4,Rue du Ribouret,,,2,2,0,1,NaN,NaN,1,,,2,0,1,50
201900036355,6,,,,NaN,5,0,1,NaN,NaN,1,,,2,9,8,30
201900036356,3,1017,,,2,2,0,1,1,100,1,,,1,0,3,80
201900036357,3,154,0,,2,2,0,1,0,950,1,,,2,0,1,50
201900036358,1,51,0,,1,2,0,1,12,500,1,,,2,0,1,90
201900036359,1,630,0,,3,6,0,1,14,0,1,,,1,3,1,90
201900036360,1,63,0,,3,4,0,1,5,500,1,,,2,0,1,130
201900036361,1,27,0,,3,4,0,1,6,99,1,,,2,0,1,130
201900036362,1,6,0,,3,6,0,1,16,200,1,,,1,0,1,110
201900036363,1,10,0,,1,3,0,2,10,666,1,,,2,0,1,110
201900036364,1,6,0,A,1,6,0,2,8,876,1,,,2,0,1,110
201900036365,1,6,0,A,3,6,0,1,8,961,1,,,2,0,1,110
201900036366,1,10,0,,3,6,0,1,3,625,1,,,2,0,1,110
201900036367,1,13,0,,NaN,3,0,1,27,0,1,,,2,0,1,110
201900036368,1,86,0,,1,3,0,1,80,0,1,,,2,0,1,90
201900036369,1,13,0,,3,2,0,4,21,799,1,,,2,0,1,110
201900036370,1,104,0,,3,6,0,1,2,500,3,,,2,0,1,110
201900036371,1,86,0,,3,6,0,1,27,600,1,,,2,2,1,90
201900036372,1,3,0,,3,5,0,2,0,200,1,,,2,2,1,70
201900036373,1,3,0,,3,8,0,1,1,200,3,,,2,1,1,70
201900036374,1,15,0,,3,10,0,1,8,399,3,,,2,0,1,110
201900036375,1,104,0,,3,8,0,1,5,400,1,,,2,0,1,110
201900036376,1,1,0,,3,8,0,1,21,600,1,,,1,0,1,90
201900036377,1,3,0,,3,9,0,1,6,0,3,,,1,2,1,70
201900036378,1,4,0,,3,8,0,1,24,200,1,,,2,0,1,110
201900036379,1,86,0,INT,3,6,0,1,43,400,1,,,1,0,1,90
201900036380,1,4,0,,3,4,0,1,12,0,2,,,2,0,1,110
201900036381,7,CHARMILLES (MAIL DES),0,,1,1,1,1,0,0,1,,,1,0,1,50
201900036382,4,NOELS RUE (DES),0,,2,2,0,1,0,0,1,,,2,0,1,50
201900036383,4,JEAN JAURES (AVENUE),0,,NaN,2,1,1,0,0,1,,,1,5,1,50
201900036384,4,GAMBETTA (RUE),0,,1,1,3,1,0,0,1,,,1,9,1,30
201900036385,7,GENERAL GALLIENI (RUE DU),0,,NaN,2,0,1,0,0,1,,,1,0,1,30
201900036386,4,JEAN BAPTISTE COLBERT (RUE),0,,2,2,0,1,0,0,1,,,2,0,1,50
201900036387,2,77,0,,2,4,0,1,0,0,1,,,1,0,1,50
201900036388,4,ST POUANGE (RUE DE),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900036389,4,ABBAYE DE MONTIER LA CELLE (RUE DE),0,,2,2,0,1,0,0,3,,,1,9,1,50
201900036390,4,,0,,1,1,0,1,NaN,NaN,1,,,1,0,1,30
201900036391,4,GABRIEL PERI RUE,0,,1,1,0,1,0,0,1,,,1,0,1,50
201900036392,3,919,0,,2,2,0,1,0,0,1,,,1,0,2,50
201900036393,4,ROUSSEAU J.J.,0,,1,2,0,1,0,0,1,,,1,0,1,50
201900036394,4,TOURNES ROUTE,0,,2,2,0,1,146,139,4,,,3,0,1,80
201900036395,4,MONTGOLFIER (RUE),0,,2,2,2,1,0,0,1,,,1,0,1,50
201900036396,3,533,0,,2,2,0,2,50,250,4,,,1,0,1,70
201900036397,4,,0,,2,2,0,1,0,0,1,,,1,0,1,70
201900036398,6,,0,,NaN,1,3,1,NaN,0,1,,,1,9,1,30
201900036399,4,VALOMBROSE (AV. DE),0,,2,2,0,3,0,0,3,,,1,0,1,50
201900036400,4,GAMBETTA (A PARTIR DU N° 63-74),0,,2,3,0,1,0,0,1,,,1,0,1,50
201900036401,4,Bld Auguste Raynaud,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900036402,4,ROMAINS (R. JULES),0,,2,2,0,2,0,0,2,,,1,0,1,50
201900036403,4,ROQUEBILLIERE (R. DE),0,,1,2,2,1,0,0,1,,,1,0,2,50
201900036404,4,VITTONE (AV.),0,,2,2,0,2,0,0,1,,,1,0,1,50
201900036405,4,CIMIEZ (BD) A PARTIR DU 16NaN7,0,,1,2,0,2,0,0,1,,,1,0,1,50
201900036406,4,PASSY (R. FREDERIC),0,,1,1,0,2,0,0,1,,,1,0,1,50
201900036407,4,GROSSO (JUSQU'AU N° 58-77),0,,4,3,0,1,0,0,1,,,1,5,1,50
201900036408,4,VALOMBROSE (AV. DE),0,,2,2,0,2,0,0,2,,,1,0,1,50
201900036409,4,SOLA (BD PIERRE),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900036410,4,LIAUTAUD (AL. EDOUARD),0,,1,1,0,2,0,0,1,,,1,3,1,30
201900036411,4,CIAUDO (RUE DU DOCTEUR),0,,1,2,0,1,NaN,NaN,1,,,2,0,1,50
201900036412,4,CAISSOTI (RUE),0,,1,4,0,1,0,0,1,,,1,1,1,50
201900036413,4,VOIE RAPIDE,0,,1,2,0,1,0,0,1,,,1,0,1,70
201900036414,4,MAGNAN (CORNICHE DE),0,,2,2,0,2,0,0,2,,,1,0,1,50
201900036415,4,SOLA (BD PIERRE),0,,2,3,0,1,0,0,1,,,1,0,1,50
201900036416,4,ROQUEBILLIERE (R. DE),0,,2,4,0,1,0,0,1,,,1,0,1,50
201900036417,3,6098,0,,2,2,0,2,0,0,3,,,1,3,1,50
201900036418,3,6007,0,,2,2,0,2,0,0,3,,,2,0,1,50
201900036419,6,CITRONNIERS (RUE DES),0,,NaN,NaN,0,1,0,0,1,,,1,9,1,30
201900036420,3,2566,0,,2,2,0,2,0,0,1,,,1,8,1,50
201900036421,3,6098,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900036422,3,2566,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900036423,3,6007,0,,2,2,0,2,0,0,2,,,1,0,1,50
201900036424,4,FOCH (AVENUE MARECHAL),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900036425,3,22,0,A,2,1,0,1,0,0,2,,,1,0,1,50
201900036426,3,2562,0,,NaN,2,0,1,0,0,1,,,1,0,1,50
201900036427,3,4,0,,2,2,0,3,0,0,3,,,1,0,1,50
201900036428,3,2085,0,,1,2,0,1,0,0,1,,,1,0,1,50
201900036429,9,SEMARD - LA GARE (AVENUE PIERRE),0,,2,1,0,2,0,0,3,,,1,9,1,30
201900036430,4,MARIGARDE (ROUTE DE LA),0,,2,1,0,1,0,0,1,,,1,0,1,50
201900036431,3,6085,0,,2,2,0,2,0,0,1,,,1,0,1,50
201900036432,4,FRAGONARD (BOULEVARD ET IMPASSE),0,,1,1,0,2,0,0,3,,,1,0,1,50
201900036433,4,MARCEL PAGNOL (AVENUE),0,,2,NaN,0,2,0,0,1,,,1,0,1,50
201900036434,3,4,0,,2,2,0,1,0,0,3,,,1,0,1,50
201900036435,3,2562,0,,2,2,0,2,0,0,1,,,1,0,1,50
201900036436,4,SAINT JEAN (CHEMIN VIEUX CHEMIN ET PLAC,0,,NaN,2,0,1,0,0,3,,,2,0,1,50
201900036437,3,6085,0,,1,1,0,1,0,0,1,,,1,9,1,50
201900036438,3,304,0,,2,0,0,1,0,500,1,,,1,0,1,50
201900036439,4,SAINTE MARGUERITE (CHEMIN),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900036440,3,9,0,,2,3,0,2,0,0,1,,,1,3,1,50
201900036441,4,ROUQUIER (BOULEVARD EMMANUEL),0,,2,2,0,1,0,0,1,,,1,2,1,50
201900036442,4,ALBERT 1ER,0,,2,2,0,2,0,0,1,,,1,0,1,50
201900036443,3,6085,0,,NaN,2,0,2,42,0,1,,,1,0,1,70
201900036444,3,6007,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900036445,4,LIEGE (RUE DE ),0,,1,1,0,2,0,0,1,,,1,0,1,50
201900036446,4,REPUBLIQUE (BOULEVARD DE LA),0,,2,2,0,1,0,0,1,,,1,0,1,50
201900036447,7,(6007)     CANNES AVENUE DE (RN7),0,,2,2,0,1,0,0,1,,,1,8,1,50
201900036448,4,AICARD AVENUE,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900036449,4,BRUN HONORE AVENUE,0,,1,1,0,2,0,0,1,,,1,0,1,50
201900036450,4,AGRIMONT CORNICHE D',0,,2,2,0,2,0,0,3,,,1,0,1,50
201900036451,4,DONADEI EUGENE AVENUE,0,,2,2,0,1,0,0,1,,,1,8,1,30
201900036452,7,(136)    GARE AVENUE DE LA,0,,2,3,0,1,0,0,1,,,1,5,2,50
201900036453,7,(336)      MERCANTOUR AVENUE DU,0,,2,3,0,2,0,0,1,,,1,0,1,50
201900036454,4,AMES DU PURGATOIRE CH.DES,0,,2,0,0,2,0,0,3,,,1,0,1,50
201900036455,3,435,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900036456,3,435,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900036457,3,994,0,,2,2,0,2,68,197,2,,,1,5,1,50
201900036458,2,85,0,,2,2,0,1,38,945,1,,,1,0,1,50
201900036459,2,85,0,,2,2,0,1,39,206,1,,,1,0,1,50
201900036460,4,PINS ( RUE DES ),0,,1,1,0,2,0,1,1,,,1,2,1,50
201900036461,4,SOUVENIR FRANCAIS (ALLEE  DU ),0,,1,1,0,2,0,1,1,,,1,0,1,50
201900036462,3,47,0,,2,2,0,2,6,31,3,,,9,0,3,80
201900036463,4,GEORGES POMPIDOU ( BD),0,,2,3,0,1,0,1,1,,,1,0,1,50
201900036464,3,907,0,,2,2,0,1,15,550,1,,,1,0,1,80
201900036465,3,5,0,,1,2,NaN,1,0,100,1,,,2,0,1,30
201900036466,4,Ch du Marquis,0,,2,1,0,2,1,0,1,,,1,9,1,50
201900036467,4,,0,,2,2,0,1,1,0,2,,,1,0,1,30
201900036468,6,,0,,NaN,NaN,0,1,0,0,1,,,1,0,1,50
201900036469,4,avenue Thermale,0,,2,2,0,1,0,0,3,,,1,0,1,50
201900036470,3,779,0,,2,2,0,1,0,607,1,,,1,9,1,50
201900036471,3,240,0,,2,6,0,1,0,811,1,,,2,0,1,50
201900036472,4,,0,,2,2,0,1,0,0,1,,,1,0,1,50
201900036473,3,424,0,,2,2,0,1,0,0,1,,,2,0,1,80
201900036474,4,Boulevard Pierre Brossolette,0,,2,1,0,1,0,0,1,,,1,0,1,50
201900036475,6,DESCARTES - RUE,0,,NaN,0,0,1,0,0,1,,,1,0,1,50
201900036476,3,31,0,,2,2,0,1,68,550,1,,,1,0,1,50
201900036477,3,13,0,,2,2,0,2,7,555,2,,,2,0,1,50
201900036478,4,THEVENON (CHEMIN DE),0,,NaN,2,0,1,0,0,2,,,1,0,1,50
201900036479,4,BAISSES ( CHEMIN DES ),0,,2,1,0,1,0,0,1,,,1,9,1,50
201900036480,3,1079,0,,2,2,0,1,28,434,1,,,1,0,1,80
201900036481,6,MERCIER (AVENUE AMEDEE DU 45 AU FIN),0,,NaN,0,0,1,0,0,1,,,2,9,1,50
201900036482,4,BD PERIPHERIQUE INTERIEUR,0,,1,4,0,1,33,400,1,,,1,1,1,70
201900036483,4,BD PERIPHERIQUE INTERIEUR,0,,1,3,0,1,34,400,1,,,1,0,1,70
201900036484,4,ECHANGEUR MAILLOT,0,,1,2,0,1,0,0,3,,,1,1,1,50
201900036485,4,BD PERIPHERIQUE INTERIEUR,0,,1,3,0,1,3,700,2,,,1,0,1,70
201900036486,4,BD PERIPHERIQUE INTERIEUR,0,,1,2,0,1,4,900,1,,,1,0,1,70
201900036487,4,BD PERIPHERIQUE INTERIEUR,0,,1,4,0,1,14,900,1,,,1,1,1,70
201900036488,4,BD PERIPHERIQUE EXTERIEUR,0,,1,4,0,1,11,600,1,,,1,1,1,70
201900036489,4,BD PERIPHERIQUE INTERIEUR,0,,1,4,0,1,30,400,1,,,1,0,1,70
201900036490,4,BD PERIPHERIQUE INTERIEUR,0,,3,4,0,1,32,300,1,,,1,0,1,70
